"Location","applicant_race_ethnicity","loan_failed","total_loans","debt_to_income_ratio_bracket","income_bracket","denial_rate"
"NH","Hispanic or Latino",149,1232,"All","$50k to $100k",0.120941558441558
"NH","Non-Hispanic Asian",29,370,"All","$100k to $150k",0.0783783783783784
"NH","Non-Hispanic Asian",8,131,"All","$150k to $200k",0.0610687022900763
"NH","Non-Hispanic Asian",3,74,"All","$200k to $250k",999
"NH","Non-Hispanic Asian",60,550,"All","$50k to $100k",0.109090909090909
"NH","Non-Hispanic Black",14,139,"All","$100k to $150k",0.100719424460432
"NH","Non-Hispanic Black",4,42,"All","$150k to $200k",999
"NH","Non-Hispanic Black",1,13,"All","$200k to $250k",999
"NH","Non-Hispanic Black",41,320,"All","$50k to $100k",0.128125
"NH","Non-Hispanic White",571,11304,"All","$100k to $150k",0.0505130927105449
"NH","Non-Hispanic White",184,4290,"All","$150k to $200k",0.0428904428904429
"NH","Non-Hispanic White",92,1705,"All","$200k to $250k",0.0539589442815249
"NH","Non-Hispanic White",1787,22241,"All","$50k to $100k",0.0803471066948429
"NJ","Hispanic or Latino",895,9165,"All","$100k to $150k",0.0976541189307147
"NJ","Hispanic or Latino",231,2657,"All","$150k to $200k",0.0869401580730147
"NJ","Hispanic or Latino",91,1076,"All","$200k to $250k",0.0845724907063197
"NJ","Hispanic or Latino",2490,22150,"All","$50k to $100k",0.112415349887133
"NJ","Non-Hispanic Asian",745,9391,"All","$100k to $150k",0.0793312746246406
"NJ","Non-Hispanic Asian",442,5540,"All","$150k to $200k",0.079783393501805
"NJ","Non-Hispanic Asian",218,3026,"All","$200k to $250k",0.0720423000660939
"NJ","Non-Hispanic Asian",812,8322,"All","$50k to $100k",0.0975726988704638
"NJ","Non-Hispanic Black",656,5388,"All","$100k to $150k",0.121752041573868
"NJ","Non-Hispanic Black",192,1704,"All","$150k to $200k",0.112676056338028
"NJ","Non-Hispanic Black",67,585,"All","$200k to $250k",0.114529914529915
"NJ","Non-Hispanic Black",1903,12843,"All","$50k to $100k",0.148174102623997
"NJ","Non-Hispanic White",2169,41034,"All","$100k to $150k",0.0528586050592192
"NJ","Non-Hispanic White",1035,20936,"All","$150k to $200k",0.0494363775315246
"NJ","Non-Hispanic White",518,10317,"All","$200k to $250k",0.0502083939129592
"NJ","Non-Hispanic White",4084,62078,"All","$50k to $100k",0.0657882019394955
"NM","Hispanic or Latino",443,3682,"All","$100k to $150k",0.120315046170559
"NM","Hispanic or Latino",119,965,"All","$150k to $200k",0.123316062176166
"NM","Hispanic or Latino",27,276,"All","$200k to $250k",0.0978260869565217
"NM","Hispanic or Latino",2124,13541,"All","$50k to $100k",0.156856952957684
"NM","Non-Hispanic Asian",20,405,"All","$100k to $150k",0.0493827160493827
"NM","Non-Hispanic Asian",8,157,"All","$150k to $200k",0.0509554140127389
"NM","Non-Hispanic Asian",2,56,"All","$200k to $250k",999
"NM","Non-Hispanic Asian",60,706,"All","$50k to $100k",0.084985835694051
"NM","Non-Hispanic Black",22,257,"All","$100k to $150k",0.0856031128404669
"NM","Non-Hispanic Black",5,78,"All","$150k to $200k",999
"NM","Non-Hispanic Black",1,26,"All","$200k to $250k",999
"NM","Non-Hispanic Black",94,727,"All","$50k to $100k",0.1292984869326
"NM","Non-Hispanic White",484,7429,"All","$100k to $150k",0.0651500874949522
"NM","Non-Hispanic White",161,2611,"All","$150k to $200k",0.0616621983914209
"NM","Non-Hispanic White",40,987,"All","$200k to $250k",0.0405268490374873
"NM","Non-Hispanic White",1319,16129,"All","$50k to $100k",0.0817781635563271
"NV","Hispanic or Latino",268,3329,"All","$100k to $150k",0.0805046560528687
"NV","Hispanic or Latino",77,830,"All","$150k to $200k",0.0927710843373494
"NV","Hispanic or Latino",25,270,"All","$200k to $250k",0.0925925925925926
"NV","Hispanic or Latino",1317,16365,"All","$50k to $100k",0.0804766269477544
"NV","Non-Hispanic Asian",224,2441,"All","$100k to $150k",0.091765669807456
"NV","Non-Hispanic Asian",83,843,"All","$150k to $200k",0.0984578884934757
"NV","Non-Hispanic Asian",46,392,"All","$200k to $250k",0.11734693877551
"NV","Non-Hispanic Asian",619,6682,"All","$50k to $100k",0.0926369350493864
"NV","Non-Hispanic Black",158,1643,"All","$100k to $150k",0.0961655508216677
"NV","Non-Hispanic Black",53,468,"All","$150k to $200k",0.113247863247863
"NV","Non-Hispanic Black",19,149,"All","$200k to $250k",0.12751677852349
"NV","Non-Hispanic Black",516,5146,"All","$50k to $100k",0.100272055965799
"NV","Non-Hispanic White",1046,17211,"All","$100k to $150k",0.0607750857010052
"NV","Non-Hispanic White",448,6584,"All","$150k to $200k",0.0680437424058323
"NV","Non-Hispanic White",174,2730,"All","$200k to $250k",0.0637362637362637
"NV","Non-Hispanic White",2426,37823,"All","$50k to $100k",0.0641408666684293
"NY","Hispanic or Latino",1138,10610,"All","$100k to $150k",0.107257304429783
"NY","Hispanic or Latino",298,3324,"All","$150k to $200k",0.0896510228640193
"NY","Hispanic or Latino",103,1149,"All","$200k to $250k",0.0896431679721497
"NY","Hispanic or Latino",2251,17191,"All","$50k to $100k",0.130940608457914
"NY","Non-Hispanic Asian",1045,11553,"All","$100k to $150k",0.0904526962693673
"NY","Non-Hispanic Asian",419,5162,"All","$150k to $200k",0.081170089112747
"NY","Non-Hispanic Asian",195,2436,"All","$200k to $250k",0.0800492610837438
"NY","Non-Hispanic Asian",1493,15072,"All","$50k to $100k",0.099057855626327
"NY","Non-Hispanic Black",1109,8500,"All","$100k to $150k",0.130470588235294
"NY","Non-Hispanic Black",329,2783,"All","$150k to $200k",0.118217750628818
"NY","Non-Hispanic Black",98,762,"All","$200k to $250k",0.128608923884514
"NY","Non-Hispanic Black",1755,11548,"All","$50k to $100k",0.151974367855906
"NY","Non-Hispanic White",3217,55951,"All","$100k to $150k",0.0574967382173688
"NY","Non-Hispanic White",1408,26121,"All","$150k to $200k",0.0539029899314728
"NY","Non-Hispanic White",654,12093,"All","$200k to $250k",0.0540808732324485
"NY","Non-Hispanic White",7810,98298,"All","$50k to $100k",0.0794522777676046
"OH","Hispanic or Latino",97,1584,"All","$100k to $150k",0.0612373737373737
"OH","Hispanic or Latino",18,464,"All","$150k to $200k",0.0387931034482759
"OH","Hispanic or Latino",13,199,"All","$200k to $250k",0.0653266331658292
"OH","Hispanic or Latino",524,5624,"All","$50k to $100k",0.093172119487909
"OH","Non-Hispanic Asian",151,2685,"All","$100k to $150k",0.0562383612662942
"OH","Non-Hispanic Asian",55,1021,"All","$150k to $200k",0.0538687561214496
"OH","Non-Hispanic Asian",30,555,"All","$200k to $250k",0.0540540540540541
"OH","Non-Hispanic Asian",276,4997,"All","$50k to $100k",0.0552331398839304
"OH","Non-Hispanic Black",335,3106,"All","$100k to $150k",0.107855763039279
"OH","Non-Hispanic Black",71,828,"All","$150k to $200k",0.0857487922705314
"OH","Non-Hispanic Black",30,286,"All","$200k to $250k",0.104895104895105
"OH","Non-Hispanic Black",1493,13370,"All","$50k to $100k",0.111667913238594
"OH","Non-Hispanic White",2391,58581,"All","$100k to $150k",0.0408152814052338
"OH","Non-Hispanic White",747,21172,"All","$150k to $200k",0.0352824485169091
"OH","Non-Hispanic White",287,8346,"All","$200k to $250k",0.0343877306494129
"OH","Non-Hispanic White",9712,156506,"All","$50k to $100k",0.0620551288768482
"OK","Hispanic or Latino",85,1087,"All","$100k to $150k",0.078196872125115
"OK","Hispanic or Latino",18,290,"All","$150k to $200k",0.0620689655172414
"OK","Hispanic or Latino",4,76,"All","$200k to $250k",999
"OK","Hispanic or Latino",610,5510,"All","$50k to $100k",0.11070780399274
"OK","Non-Hispanic Asian",31,551,"All","$100k to $150k",0.0562613430127042
"OK","Non-Hispanic Asian",4,164,"All","$150k to $200k",0.024390243902439
"OK","Non-Hispanic Asian",4,116,"All","$200k to $250k",0.0344827586206897
"OK","Non-Hispanic Asian",138,1664,"All","$50k to $100k",0.0829326923076923
"OK","Non-Hispanic Black",80,743,"All","$100k to $150k",0.107671601615074
"OK","Non-Hispanic Black",15,183,"All","$150k to $200k",0.0819672131147541
"OK","Non-Hispanic Black",4,68,"All","$200k to $250k",999
"OK","Non-Hispanic Black",423,3039,"All","$50k to $100k",0.139190523198421
"OK","Non-Hispanic White",1062,17206,"All","$100k to $150k",0.0617226548878298
"OK","Non-Hispanic White",283,5531,"All","$150k to $200k",0.0511661544024589
"OK","Non-Hispanic White",106,2075,"All","$200k to $250k",0.0510843373493976
"OK","Non-Hispanic White",4738,46877,"All","$50k to $100k",0.101073020884442
"OR","Hispanic or Latino",161,2324,"All","$100k to $150k",0.0692771084337349
"OR","Hispanic or Latino",31,599,"All","$150k to $200k",0.0517529215358932
"OR","Hispanic or Latino",17,227,"All","$200k to $250k",0.0748898678414097
"OR","Hispanic or Latino",816,8077,"All","$50k to $100k",0.101027609260864
"OR","Non-Hispanic Asian",148,2797,"All","$100k to $150k",0.0529138362531284
"OR","Non-Hispanic Asian",50,1000,"All","$150k to $200k",0.05
"OR","Non-Hispanic Asian",22,547,"All","$200k to $250k",0.0402193784277879
"OR","Non-Hispanic Asian",266,3538,"All","$50k to $100k",0.075183719615602
"OR","Non-Hispanic Black",42,600,"All","$100k to $150k",0.07
"OR","Non-Hispanic Black",14,216,"All","$150k to $200k",0.0648148148148148
"OR","Non-Hispanic Black",11,90,"All","$200k to $250k",999
"OR","Non-Hispanic Black",110,1104,"All","$50k to $100k",0.0996376811594203
"OR","Non-Hispanic White",1325,29490,"All","$100k to $150k",0.044930484910139
"OR","Non-Hispanic White",508,11066,"All","$150k to $200k",0.0459063799024038
"OR","Non-Hispanic White",208,4753,"All","$200k to $250k",0.0437618346307595
"OR","Non-Hispanic White",3805,63460,"All","$50k to $100k",0.0599590293098015
"PA","Hispanic or Latino",169,2401,"All","$100k to $150k",0.070387338608913
"PA","Hispanic or Latino",54,801,"All","$150k to $200k",0.0674157303370786
"PA","Hispanic or Latino",22,322,"All","$200k to $250k",0.0683229813664596
"PA","Hispanic or Latino",1131,10526,"All","$50k to $100k",0.107448223446703
"PA","Non-Hispanic Asian",244,4326,"All","$100k to $150k",0.0564031437817846
"PA","Non-Hispanic Asian",118,1922,"All","$150k to $200k",0.0613943808532778
"PA","Non-Hispanic Asian",65,1067,"All","$200k to $250k",0.0609184629803187
"PA","Non-Hispanic Asian",488,6774,"All","$50k to $100k",0.072040153528196
"PA","Non-Hispanic Black",334,3092,"All","$100k to $150k",0.108020698576973
"PA","Non-Hispanic Black",99,889,"All","$150k to $200k",0.111361079865017
"PA","Non-Hispanic Black",26,308,"All","$200k to $250k",0.0844155844155844
"PA","Non-Hispanic Black",1506,11919,"All","$50k to $100k",0.126352881953184
"PA","Non-Hispanic White",2594,57660,"All","$100k to $150k",0.0449878598681929
"PA","Non-Hispanic White",894,22728,"All","$150k to $200k",0.0393347412882788
"PA","Non-Hispanic White",392,9462,"All","$200k to $250k",0.04142887338829
"PA","Non-Hispanic White",9040,133938,"All","$50k to $100k",0.067493915095044
"RI","Hispanic or Latino",34,387,"All","$100k to $150k",0.0878552971576227
"RI","Hispanic or Latino",9,101,"All","$150k to $200k",0.0891089108910891
"RI","Hispanic or Latino",3,30,"All","$200k to $250k",999
"RI","Hispanic or Latino",255,2908,"All","$50k to $100k",0.0876891334250344
"RI","Non-Hispanic Asian",12,229,"All","$100k to $150k",0.0524017467248908
"RI","Non-Hispanic Asian",3,86,"All","$150k to $200k",999
"RI","Non-Hispanic Asian",2,43,"All","$200k to $250k",999
"RI","Non-Hispanic Asian",39,500,"All","$50k to $100k",0.078
"RI","Non-Hispanic Black",35,270,"All","$100k to $150k",0.12962962962963
"RI","Non-Hispanic Black",9,72,"All","$150k to $200k",999
"RI","Non-Hispanic Black",2,28,"All","$200k to $250k",999
"RI","Non-Hispanic Black",117,1176,"All","$50k to $100k",0.0994897959183673
"RI","Non-Hispanic White",268,6067,"All","$100k to $150k",0.0441733970660953
"RI","Non-Hispanic White",95,2338,"All","$150k to $200k",0.0406330196749358
"RI","Non-Hispanic White",48,1003,"All","$200k to $250k",0.0478564307078764
"RI","Non-Hispanic White",809,13509,"All","$50k to $100k",0.0598860019246428
"SC","Hispanic or Latino",169,1466,"All","$100k to $150k",0.115279672578445
"SC","Hispanic or Latino",36,435,"All","$150k to $200k",0.0827586206896552
"SC","Hispanic or Latino",17,146,"All","$200k to $250k",0.116438356164384
"SC","Hispanic or Latino",884,6120,"All","$50k to $100k",0.144444444444444
"SC","Non-Hispanic Asian",64,1129,"All","$100k to $150k",0.0566873339238264
"SC","Non-Hispanic Asian",19,327,"All","$150k to $200k",0.0581039755351682
"SC","Non-Hispanic Asian",9,176,"All","$200k to $250k",0.0511363636363636
"SC","Non-Hispanic Asian",209,2231,"All","$50k to $100k",0.0936799641416405
"SC","Non-Hispanic Black",622,3518,"All","$100k to $150k",0.176805002842524
"SC","Non-Hispanic Black",130,793,"All","$150k to $200k",0.163934426229508
"SC","Non-Hispanic Black",30,253,"All","$200k to $250k",0.118577075098814
"SC","Non-Hispanic Black",4978,19953,"All","$50k to $100k",0.249486292788052
"SC","Non-Hispanic White",1977,31576,"All","$100k to $150k",0.0626108436787434
"SC","Non-Hispanic White",548,11203,"All","$150k to $200k",0.0489154690707846
"SC","Non-Hispanic White",259,4588,"All","$200k to $250k",0.0564516129032258
"SC","Non-Hispanic White",7857,84748,"All","$50k to $100k",0.0927101524519753
"SD","Hispanic or Latino",4,98,"All","$100k to $150k",999
"SD","Hispanic or Latino",3,22,"All","$150k to $200k",999
"SD","Hispanic or Latino",0,10,"All","$200k to $250k",999
"SD","Hispanic or Latino",57,488,"All","$50k to $100k",0.116803278688525
"SD","Non-Hispanic Asian",0,45,"All","$100k to $150k",999
"SD","Non-Hispanic Asian",3,19,"All","$150k to $200k",999
"SD","Non-Hispanic Asian",0,6,"All","$200k to $250k",999
"SD","Non-Hispanic Asian",10,201,"All","$50k to $100k",0.0497512437810945
"SD","Non-Hispanic Black",2,33,"All","$100k to $150k",999
"SD","Non-Hispanic Black",0,5,"All","$150k to $200k",999
"SD","Non-Hispanic Black",0,5,"All","$200k to $250k",999
"SD","Non-Hispanic Black",12,219,"All","$50k to $100k",0.0547945205479452
"SD","Non-Hispanic White",161,4528,"All","$100k to $150k",0.0355565371024735
"SD","Non-Hispanic White",47,1273,"All","$150k to $200k",0.0369206598586017
"SD","Non-Hispanic White",16,431,"All","$200k to $250k",0.037122969837587
"SD","Non-Hispanic White",648,13070,"All","$50k to $100k",0.0495791889824024
"TN","Hispanic or Latino",115,1469,"All","$100k to $150k",0.078284547311096
"TN","Hispanic or Latino",34,463,"All","$150k to $200k",0.0734341252699784
"TN","Hispanic or Latino",18,173,"All","$200k to $250k",0.104046242774566
"TN","Hispanic or Latino",695,6521,"All","$50k to $100k",0.106578745591167
"TN","Non-Hispanic Asian",105,1544,"All","$100k to $150k",0.0680051813471503
"TN","Non-Hispanic Asian",41,521,"All","$150k to $200k",0.0786948176583493
"TN","Non-Hispanic Asian",22,246,"All","$200k to $250k",0.0894308943089431
"TN","Non-Hispanic Asian",237,2902,"All","$50k to $100k",0.0816678152997933
"TN","Non-Hispanic Black",265,2856,"All","$100k to $150k",0.0927871148459384
"TN","Non-Hispanic Black",73,726,"All","$150k to $200k",0.100550964187328
"TN","Non-Hispanic Black",30,241,"All","$200k to $250k",0.12448132780083
"TN","Non-Hispanic Black",1604,12158,"All","$50k to $100k",0.131929593683172
"TN","Non-Hispanic White",2021,38728,"All","$100k to $150k",0.0521844660194175
"TN","Non-Hispanic White",668,13590,"All","$150k to $200k",0.0491537895511405
"TN","Non-Hispanic White",249,5634,"All","$200k to $250k",0.04419595314164
"TN","Non-Hispanic White",9664,107091,"All","$50k to $100k",0.0902410099821647
"TX","Hispanic or Latino",5534,50366,"All","$100k to $150k",0.109875709804233
"TX","Hispanic or Latino",1323,13741,"All","$150k to $200k",0.0962812022414671
"TX","Hispanic or Latino",412,4750,"All","$200k to $250k",0.0867368421052632
"TX","Hispanic or Latino",26578,172637,"All","$50k to $100k",0.153953092326674
"TX","Non-Hispanic Asian",1365,21450,"All","$100k to $150k",0.0636363636363636
"TX","Non-Hispanic Asian",630,9081,"All","$150k to $200k",0.0693756194251734
"TX","Non-Hispanic Asian",300,4214,"All","$200k to $250k",0.0711912672045562
"TX","Non-Hispanic Asian",2303,28274,"All","$50k to $100k",0.0814529249487161
"TX","Non-Hispanic Black",2408,20825,"All","$100k to $150k",0.11563025210084
"TX","Non-Hispanic Black",683,6306,"All","$150k to $200k",0.108309546463685
"TX","Non-Hispanic Black",190,2048,"All","$200k to $250k",0.0927734375
"TX","Non-Hispanic Black",8175,52487,"All","$50k to $100k",0.155752853087431
"TX","Non-Hispanic White",8791,143373,"All","$100k to $150k",0.0613155894066526
"TX","Non-Hispanic White",3292,62828,"All","$150k to $200k",0.0523970204367479
"TX","Non-Hispanic White",1411,27885,"All","$200k to $250k",0.0506006813699121
"TX","Non-Hispanic White",23776,244161,"All","$50k to $100k",0.0973783691908208
"UT","Hispanic or Latino",142,1800,"All","$100k to $150k",0.0788888888888889
"UT","Hispanic or Latino",21,443,"All","$150k to $200k",0.0474040632054176
"UT","Hispanic or Latino",8,137,"All","$200k to $250k",0.0583941605839416
"UT","Hispanic or Latino",1115,11770,"All","$50k to $100k",0.094732370433305
"UT","Non-Hispanic Asian",48,1012,"All","$100k to $150k",0.0474308300395257
"UT","Non-Hispanic Asian",13,316,"All","$150k to $200k",0.0411392405063291
"UT","Non-Hispanic Asian",6,121,"All","$200k to $250k",0.0495867768595041
"UT","Non-Hispanic Asian",125,2461,"All","$50k to $100k",0.0507923608289313
"UT","Non-Hispanic Black",17,231,"All","$100k to $150k",0.0735930735930736
"UT","Non-Hispanic Black",8,78,"All","$150k to $200k",999
"UT","Non-Hispanic Black",5,29,"All","$200k to $250k",999
"UT","Non-Hispanic Black",91,889,"All","$50k to $100k",0.102362204724409
"UT","Non-Hispanic White",1128,25833,"All","$100k to $150k",0.0436650795494135
"UT","Non-Hispanic White",401,8310,"All","$150k to $200k",0.0482551143200963
"UT","Non-Hispanic White",149,3218,"All","$200k to $250k",0.0463020509633313
"UT","Non-Hispanic White",3574,70600,"All","$50k to $100k",0.0506232294617564
"VA","Hispanic or Latino",330,5258,"All","$100k to $150k",0.0627615062761506
"VA","Hispanic or Latino",82,1914,"All","$150k to $200k",0.0428422152560084
"VA","Hispanic or Latino",39,786,"All","$200k to $250k",0.049618320610687
